27666371	50011	{"device": 50011, "loc_alt": 2.174, "loc_lat": 45.03217, "loc_lon": 7.648697, "loc_olc": "8FQ92JJX+VF8", "dev_test": true, "device_sn": "Safecast Air #50011", "device_urn": "safecast-air:50011", "opc_pm02_5": 2.66563, "service_md5": "064940ff6b9f4ab163d73d10e5f0cf2a", "when_captured": "2019-07-03T14:35:26Z", "service_handler": "i-051a2a353509414f0", "service_uploaded": "2019-07-03T14:35:30Z", "service_transport": "safecast-air:37.182.9.45"}	2019-07-03 14:35:30.756878	2019-07-03 14:35:30.756878	safecast-air:50011
27666370	50011	{"device": 50011, "loc_alt": 2.174, "loc_lat": 45.03217, "loc_lon": 7.648697, "loc_olc": "8FQ92JJX+VF8", "dev_test": true, "device_sn": "Safecast Air #50011", "device_urn": "safecast-air:50011", "opc_pm01_0": 2.31333, "service_md5": "7dee1b27edb81c3c911b82a6f4b3deaa", "when_captured": "2019-07-03T14:35:26Z", "service_handler": "i-051cab8ec0fe30bcd", "service_uploaded": "2019-07-03T14:35:27Z", "service_transport": "safecast-air:37.182.9.45"}	2019-07-03 14:35:27.917174	2019-07-03 14:35:27.917174	safecast-air:50011
27666369	10042	{"device": 10042, "loc_alt": 145, "loc_lat": 37.72333, "loc_lon": 140.47679, "loc_olc": "8R92PFFG+8PM", "env_temp": 28.4, "device_sn": "Pointcast #10042", "device_urn": "pointcast:10042", "bat_voltage": 5.03, "service_md5": "b3d5776a8785edb0a98bc8cbd67c1870", "dev_restarts": 1082, "when_captured": "2019-07-03T14:35:24Z", "dev_free_memory": 50588, "service_handler": "i-0c65ac97805549e0d", "dev_last_failure": "no EPOCH", "service_uploaded": "2019-07-03T14:35:24Z", "service_transport": "pointcast:103.67.223.16", "dev_comms_failures": 4157}	2019-07-03 14:35:24.942581	2019-07-03 14:35:24.942581	pointcast:10042
27666368	10042	{"device": 10042, "loc_alt": 145, "loc_lat": 37.72333, "loc_lon": 140.47679, "loc_olc": "8R92PFFG+8PM", "device_sn": "Pointcast #10042", "device_urn": "pointcast:10042", "lnd_7128ec": 17, "service_md5": "3d93fe88ec5f8bf2e3dfce6be0ff1489", "when_captured": "2019-07-03T14:35:19Z", "service_handler": "i-051a2a353509414f0", "service_uploaded": "2019-07-03T14:35:19Z", "service_transport": "pointcast:103.67.223.16"}	2019-07-03 14:35:19.837191	2019-07-03 14:35:19.837191	pointcast:10042
27666367	75	{"device": 75, "loc_lat": 25.0439, "loc_lon": 121.529, "loc_olc": "7QQ32GVH+HH5", "device_sn": "nGeigie #75", "lnd_7318u": 42, "device_urn": "ngeigie:75", "service_md5": "36c76184fdedf7f242647a8ec4a0294a", "when_captured": "2019-07-03T14:35:13Z", "service_handler": "i-051cab8ec0fe30bcd", "service_uploaded": "2019-07-03T14:35:13Z", "service_transport": "ngeigie:107.161.164.166"}	2019-07-03 14:35:13.301726	2019-07-03 14:35:13.301726	ngeigie:75
27666366	10023	{"device": 10023, "loc_alt": 10, "loc_lat": 42.565, "loc_lon": -70.783, "loc_olc": "87JFH678+XRR", "env_temp": 28.6, "device_sn": "Pointcast #10023", "device_urn": "pointcast:10023", "bat_voltage": 4.06, "service_md5": "7d7f7b19b2a5027be8b41a6c98693e0d", "dev_restarts": 2484, "dev_ntp_count": 1, "when_captured": "2019-07-03T14:35:13Z", "dev_free_memory": 53660, "service_handler": "i-0c65ac97805549e0d", "dev_last_failure": "", "service_uploaded": "2019-07-03T14:35:13Z", "service_transport": "pointcast:50.250.38.70", "dev_comms_failures": 3572}	2019-07-03 14:35:13.202012	2019-07-03 14:35:13.202012	pointcast:10023
27666365	62007	{"device": 62007, "loc_lat": 34.48251, "loc_lon": 136.16331, "loc_olc": "8Q6RF5M7+284", "dev_test": true, "device_sn": "bGeigiecast #62007", "lnd_7318u": 42, "device_urn": "geigiecast:62007", "service_md5": "101cc4c8005fd76cd978127933d00e21", "when_captured": "2019-07-03T14:35:11Z", "service_handler": "i-0c65ac97805549e0d", "service_uploaded": "2019-07-03T14:35:13Z", "service_transport": "geigiecast:103.84.127.29"}	2019-07-03 14:35:13.182079	2019-07-03 14:35:13.182079	geigiecast:62007
27666364	10023	{"device": 10023, "loc_alt": 10, "loc_lat": 42.565, "loc_lon": -70.783, "loc_olc": "87JFH678+XRR", "device_sn": "Pointcast #10023", "device_urn": "pointcast:10023", "lnd_7128ec": 11, "service_md5": "cd239425e9efa6b66a3beb5031cdddf6", "when_captured": "2019-07-03T14:35:12Z", "service_handler": "i-051a2a353509414f0", "service_uploaded": "2019-07-03T14:35:12Z", "service_transport": "pointcast:50.250.38.70"}	2019-07-03 14:35:12.767158	2019-07-03 14:35:12.767158	pointcast:10023
27666363	10042	{"device": 10042, "loc_alt": 145, "loc_lat": 37.72333, "loc_lon": 140.47679, "loc_olc": "8R92PFFG+8PM", "device_sn": "Pointcast #10042", "lnd_7318u": 40, "device_urn": "pointcast:10042", "service_md5": "70a1f051f14aeda8be452e475503b580", "when_captured": "2019-07-03T14:35:12Z", "service_handler": "i-051a2a353509414f0", "service_uploaded": "2019-07-03T14:35:12Z", "service_transport": "pointcast:103.67.223.16"}	2019-07-03 14:35:12.738413	2019-07-03 14:35:12.738413	pointcast:10042
27666362	10023	{"device": 10023, "loc_alt": 10, "loc_lat": 42.565, "loc_lon": -70.783, "loc_olc": "87JFH678+XRR", "device_sn": "Pointcast #10023", "lnd_7318u": 25, "device_urn": "pointcast:10023", "service_md5": "4b382930890a36d9e5f4065eef5628e8", "when_captured": "2019-07-03T14:35:12Z", "service_handler": "i-051cab8ec0fe30bcd", "service_uploaded": "2019-07-03T14:35:12Z", "service_transport": "pointcast:50.250.38.70"}	2019-07-03 14:35:12.346118	2019-07-03 14:35:12.346118	pointcast:10023
27666362	9999	{"device": 9999, "loc_alt": 10, "loc_lat": 42.565, "loc_lon": -70.783, "loc_olc": "87JFH678+XRR", "device_sn": "Pointcast #10023", "lnd_7318u": 25, "device_urn": "pointcast:10023", "service_md5": "4b382930890a36d9e5f4065eef5628e8", "when_captured": "2019-07-03T14:35:12Z", "service_handler": "i-051cab8ec0fe30bcd", "service_uploaded": "2019-07-03T14:35:12Z", "service_transport": "pointcast:50.250.38.70"}	2019-07-03 14:35:12.346118	2019-07-03 14:35:12.346118	pointcast:10023
27666362	10023	{"device": 10023, "loc_alt": 10, "loc_lat": 42.565, "loc_lon": -70.783, "loc_olc": "87JFH678+XRR", "device_sn": "Pointcast #10023", "lnd_7318u": 25, "service_md5": "4b382930890a36d9e5f4065eef5628e8", "when_captured": "2019-07-03T14:35:12Z", "service_handler": "i-051cab8ec0fe30bcd", "service_uploaded": "2019-07-03T14:35:12Z", "service_transport": "pointcast:50.250.38.70"}	2019-07-03 14:35:12.346118	2019-07-03 14:35:12.346118	pointcast:10023
